"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"562","warborn.model.spells","src/warborn/model/spells/HolyLight.java","3","13","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"563","warborn.model.spells","src/warborn/model/spells/HolyLight.java","3","20","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"564","warborn.model.spells","src/warborn/model/spells/Protect.java","3","8","Avoid excessively long variable names like protectedTerritory","Naming Rules","LongVariable"
"565","warborn.model.spells","src/warborn/model/spells/Protect.java","3","8","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"566","warborn.model.spells","src/warborn/model/spells/Protect.java","3","10","Parameter 'mana' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"567","warborn.model.spells","src/warborn/model/spells/Protect.java","3","15","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"568","warborn.model.spells","src/warborn/model/spells/Protect.java","3","23","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"569","warborn.model.spells","src/warborn/model/spells/Protect.java","3","38","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"570","warborn.model.spells","src/warborn/model/spells/Spell.java","3","9","Abstract classes should be named AbstractXXX","Naming Rules","AbstractNaming"
"571","warborn.model.spells","src/warborn/model/spells/Spell.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"572","warborn.model.spells","src/warborn/model/spells/Spell.java","3","11","Private field 'manaCost' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"573","warborn.model.spells","src/warborn/model/spells/Spell.java","3","24","Parameter 'mana' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"574","warborn.model.spells","src/warborn/model/spells/Spell.java","3","36","Parameter 'newTime' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"575","warborn.model.spells","src/warborn/model/spells/Spell.java","1","44","An empty method in an abstract class should be abstract instead","Design Rules","EmptyMethodInAbstractClassShouldBeAbstract"
"576","warborn.model.spells","src/warborn/model/spells/TimeOfTruce.java","3","8","Parameter 'mana' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"577","warborn.model.spells","src/warborn/model/spells/TimeOfTruce.java","3","13","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"578","warborn.model.spells","src/warborn/model/spells/TimeOfTruce.java","3","22","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"579","warborn.sound","src/warborn/sound/Sound.java","3","18","The class 'Sound' has a Cyclomatic Complexity of 5 (Highest = 15).","Code Size Rules","CyclomaticComplexity"
"580","warborn.sound","src/warborn/sound/Sound.java","3","18","To be compliant to J2EE, a webapp should not use any thread.","J2EE Rules","DoNotUseThreads"
"581","warborn.sound","src/warborn/sound/Sound.java","3","20","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"582","warborn.sound","src/warborn/sound/Sound.java","3","20","Private field 'intro' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"583","warborn.sound","src/warborn/sound/Sound.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"584","warborn.sound","src/warborn/sound/Sound.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"585","warborn.sound","src/warborn/sound/Sound.java","3","22","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"586","warborn.sound","src/warborn/sound/Sound.java","3","23","Avoid excessively long variable names like EXTERNAL_BUFFER_SIZE","Naming Rules","LongVariable"
"587","warborn.sound","src/warborn/sound/Sound.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"588","warborn.sound","src/warborn/sound/Sound.java","3","23","This final field could be made static","Design Rules","FinalFieldCouldBeStatic"
"589","warborn.sound","src/warborn/sound/Sound.java","3","24","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"590","warborn.sound","src/warborn/sound/Sound.java","3","27","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"591","warborn.sound","src/warborn/sound/Sound.java","3","31","Parameter 'track' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"592","warborn.sound","src/warborn/sound/Sound.java","3","32","Local variable 'soundFile' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"593","warborn.sound","src/warborn/sound/Sound.java","3","36","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"594","warborn.sound","src/warborn/sound/Sound.java","3","38","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"595","warborn.sound","src/warborn/sound/Sound.java","3","40","Local variable 'format' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"596","warborn.sound","src/warborn/sound/Sound.java","3","41","Local variable 'info' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"597","warborn.sound","src/warborn/sound/Sound.java","3","47","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"598","warborn.sound","src/warborn/sound/Sound.java","3","48","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"599","warborn.sound","src/warborn/sound/Sound.java","3","50","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"600","warborn.sound","src/warborn/sound/Sound.java","5","58","Found 'DU'-anomaly for variable 'abData' (lines '58'-'73').","Controversial Rules","DataflowAnomalyAnalysis"
"601","warborn.sound","src/warborn/sound/Sound.java","3","58","Local variable 'abData' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"602","warborn.sound","src/warborn/sound/Sound.java","3","63","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"603","warborn.sound","src/warborn/sound/Sound.java","3","67","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"604","warborn.sound","src/warborn/sound/Sound.java","3","85","Avoid variables with short names like o","Naming Rules","ShortVariable"
"605","warborn.sound","src/warborn/sound/Sound.java","3","85","Parameter 'arg' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"606","warborn.sound","src/warborn/sound/Sound.java","3","85","Parameter 'o' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"607","warborn.sound","src/warborn/sound/Sound.java","3","85","The method 'update' has a Cyclomatic Complexity of 15.","Code Size Rules","CyclomaticComplexity"
"608","warborn.sound","src/warborn/sound/Sound.java","3","87","Local variable 'model' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"609","warborn.sound","src/warborn/sound/Sound.java","3","88","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"610","warborn.sound","src/warborn/sound/Sound.java","3","93","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"611","warborn.sound","src/warborn/sound/Sound.java","3","104","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"612","warborn.sound","src/warborn/sound/Sound.java","3","109","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"613","warborn.supportClasses","src/warborn/supportClasses/GenericButton.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"614","warborn.supportClasses","src/warborn/supportClasses/GenericButton.java","3","14","Avoid variables with short names like s","Naming Rules","ShortVariable"
"615","warborn.supportClasses","src/warborn/supportClasses/GenericButton.java","3","14","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"616","warborn.supportClasses","src/warborn/supportClasses/GenericButton.java","3","14","Parameter 's' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"617","warborn.supportClasses","src/warborn/supportClasses/GenericLabel.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"618","warborn.supportClasses","src/warborn/supportClasses/GenericLabel.java","3","16","Parameter 'text' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"619","warborn.supportClasses","src/warborn/supportClasses/GenericLabel.java","3","21","Parameter 'icon' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"620","warborn.supportClasses","src/warborn/supportClasses/MapData.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"621","warborn.supportClasses","src/warborn/supportClasses/MapData.java","4","3","Avoid unused imports such as 'warborn.map'","Type Resolution Rules","UnusedImports"
"622","warborn.supportClasses","src/warborn/supportClasses/MapData.java","3","5","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"623","warborn.supportClasses","src/warborn/supportClasses/MapData.java","3","13","Parameter 'map' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"624","warborn.supportClasses","src/warborn/supportClasses/MapData.java","1","13","Return an empty array rather than null.","Design Rules","ReturnEmptyArrayRatherThanNull"
"625","warborn.supportClasses","src/warborn/supportClasses/MapData.java","3","15","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"626","warborn.supportClasses","src/warborn/supportClasses/PlayerData.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"627","warborn.supportClasses","src/warborn/supportClasses/PlayerData.java","3","3","All methods are static.  Consider using Singleton instead.  Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design Rules","UseSingleton"
"628","warborn.supportClasses","src/warborn/supportClasses/PlayerData.java","1","5","Variables that are final and static should be in all caps.","Naming Rules","VariableNamingConventions"
"629","warborn.supportClasses","src/warborn/supportClasses/PlayerData.java","3","19","Parameter 'index' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"630","warborn.supportClasses","src/warborn/supportClasses/PlayerData.java","3","23","Parameter 'index' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"631","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"632","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","11","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"633","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","11","Private field 'radius' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"634","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","18","Parameter 'radius' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"635","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","21","Avoid variables with short names like c","Naming Rules","ShortVariable"
"636","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","21","Parameter 'c' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"637","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","31","Avoid variables with short names like c","Naming Rules","ShortVariable"
"638","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","31","Avoid variables with short names like g","Naming Rules","ShortVariable"
"639","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","31","Avoid variables with short names like x","Naming Rules","ShortVariable"
"640","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","31","Avoid variables with short names like y","Naming Rules","ShortVariable"
"641","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","31","Parameter 'c' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"642","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","31","Parameter 'g' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"643","warborn.supportClasses","src/warborn/supportClasses/RoundedBorder.java","3","31","Parameter 'height' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"644","warborn.supportClasses","src/warborn/supportClasses/SpellFactory.java","3","1","Package name contains upper case characters","Naming Rules","PackageCase"
"645","warborn.supportClasses","src/warborn/supportClasses/SpellFactory.java","4","3","Avoid unused imports such as 'warborn.model.spells'","Type Resolution Rules","UnusedImports"
"646","warborn.supportClasses","src/warborn/supportClasses/SpellFactory.java","1","5","A class which only has private constructors should be final","Design Rules","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"647","warborn.supportClasses","src/warborn/supportClasses/SpellFactory.java","3","7","An empty statement (semicolon) not part of a loop","Basic Rules","EmptyStatementNotInLoop"
"648","warborn.supportClasses","src/warborn/supportClasses/SpellFactory.java","3","22","Parameter 'index' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"649","warborn.view","src/warborn/view/BattleView.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"650","warborn.view","src/warborn/view/BattleView.java","3","22","Private field 'buttons' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"651","warborn.view","src/warborn/view/BattleView.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"652","warborn.view","src/warborn/view/BattleView.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"653","warborn.view","src/warborn/view/BattleView.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"654","warborn.view","src/warborn/view/BattleView.java","3","23","Private field 'btAutoAttack' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"655","warborn.view","src/warborn/view/BattleView.java","3","23","Private field 'btOneAttack' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"656","warborn.view","src/warborn/view/BattleView.java","3","23","Private field 'btRetreat' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"657","warborn.view","src/warborn/view/BattleView.java","3","24","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"658","warborn.view","src/warborn/view/BattleView.java","3","24","Private field 'battleFrame' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"659","warborn.view","src/warborn/view/BattleView.java","3","26","Avoid variables with short names like t1","Naming Rules","ShortVariable"
"660","warborn.view","src/warborn/view/BattleView.java","3","26","Avoid variables with short names like t2","Naming Rules","ShortVariable"
"661","warborn.view","src/warborn/view/BattleView.java","3","38","Local variable 'battleView' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"662","warborn.view","src/warborn/view/BattleView.java","3","92","Returning 'buttons' may expose an internal array.","Security Code Guidelines","MethodReturnsInternalArray"
"663","warborn.view","src/warborn/view/BattleView.java","3","107","Avoid variables with short names like p","Naming Rules","ShortVariable"
"664","warborn.view","src/warborn/view/BattleView.java","3","107","Parameter 'p' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"665","warborn.view","src/warborn/view/BattleView.java","3","109","The String literal ' loses ' appears 4 times in this file; the first occurrence is on line 109","String and StringBuffer Rules","AvoidDuplicateLiterals"
"666","warborn.view","src/warborn/view/BattleView.java","3","117","Avoid variables with short names like e","Naming Rules","ShortVariable"
"667","warborn.view","src/warborn/view/BattleView.java","3","117","Avoid variables with short names like ml","Naming Rules","ShortVariable"
"668","warborn.view","src/warborn/view/BattleView.java","3","117","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"669","warborn.view","src/warborn/view/BattleView.java","3","117","Parameter 'ml' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"670","warborn.view","src/warborn/view/BattleView.java","3","118","Local variable 'model' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"671","warborn.view","src/warborn/view/BattleView.java","3","122","Local variable 'battle' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"672","warborn.view","src/warborn/view/BattleView.java","3","131","Do not add empty strings","Optimization Rules","AddEmptyString"
"673","warborn.view","src/warborn/view/BattleView.java","3","132","Do not add empty strings","Optimization Rules","AddEmptyString"
"674","warborn.view","src/warborn/view/HudView.java","4","7","Avoid unused imports such as 'warborn.supportClasses'","Type Resolution Rules","UnusedImports"
"675","warborn.view","src/warborn/view/HudView.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"676","warborn.view","src/warborn/view/HudView.java","3","15","Perhaps 'cardPanel' could be replaced by a local variable.","Design Rules","SingularField"
"677","warborn.view","src/warborn/view/HudView.java","3","15","Private field 'cardPanel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"678","warborn.view","src/warborn/view/HudView.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"679","warborn.view","src/warborn/view/HudView.java","3","16","Private field 'phaseInfo' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"680","warborn.view","src/warborn/view/HudView.java","3","17","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"681","warborn.view","src/warborn/view/HudView.java","3","17","Private field 'playersPanel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"682","warborn.view","src/warborn/view/HudView.java","3","18","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"683","warborn.view","src/warborn/view/HudView.java","3","18","Perhaps 'playerPanelsArray' could be replaced by a local variable.","Design Rules","SingularField"
"684","warborn.view","src/warborn/view/HudView.java","3","18","Private field 'playerPanelsArray' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"685","warborn.view","src/warborn/view/HudView.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"686","warborn.view","src/warborn/view/HudView.java","3","19","Private field 'playerNameArray' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"687","warborn.view","src/warborn/view/HudView.java","3","29","Perhaps 'innerBorder' could be replaced by a local variable.","Design Rules","SingularField"
"688","warborn.view","src/warborn/view/HudView.java","3","31","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"689","warborn.view","src/warborn/view/HudView.java","3","31","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"690","warborn.view","src/warborn/view/HudView.java","3","74","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"691","warborn.view","src/warborn/view/HudView.java","3","115","This statement may have some unnecessary parentheses","Controversial Rules","UnnecessaryParentheses"
"692","warborn.view","src/warborn/view/HudView.java","3","121","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"693","warborn.view","src/warborn/view/HudView.java","3","122","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"694","warborn.view","src/warborn/view/HudView.java","3","126","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"695","warborn.view","src/warborn/view/HudView.java","3","131","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"696","warborn.view","src/warborn/view/HudView.java","3","152","Returning 'buttons' may expose an internal array.","Security Code Guidelines","MethodReturnsInternalArray"
"697","warborn.view","src/warborn/view/HudView.java","3","155","Parameter 'playerIndex' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"698","warborn.view","src/warborn/view/HudView.java","3","167","Avoid variables with short names like e","Naming Rules","ShortVariable"
"699","warborn.view","src/warborn/view/HudView.java","3","167","Avoid variables with short names like ml","Naming Rules","ShortVariable"
"700","warborn.view","src/warborn/view/HudView.java","3","167","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"701","warborn.view","src/warborn/view/HudView.java","3","167","Parameter 'ml' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"702","warborn.view","src/warborn/view/HudView.java","3","168","Local variable 'model' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"703","warborn.view","src/warborn/view/HudView.java","3","172","Local variable 'hsbFloats' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"704","warborn.view","src/warborn/view/HudView.java","3","207","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"705","warborn.view","src/warborn/view/MenuView.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"706","warborn.view","src/warborn/view/MenuView.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"707","warborn.view","src/warborn/view/MenuView.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"708","warborn.view","src/warborn/view/MenuView.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"709","warborn.view","src/warborn/view/MenuView.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"710","warborn.view","src/warborn/view/MenuView.java","3","15","Private field 'btBack' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"711","warborn.view","src/warborn/view/MenuView.java","3","15","Private field 'btBack2' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"712","warborn.view","src/warborn/view/MenuView.java","3","15","Private field 'btCredits' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"713","warborn.view","src/warborn/view/MenuView.java","3","15","Private field 'btExit' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"714","warborn.view","src/warborn/view/MenuView.java","3","15","Private field 'btNewGame' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"715","warborn.view","src/warborn/view/MenuView.java","3","17","Perhaps 'sounds' could be replaced by a local variable.","Design Rules","SingularField"
"716","warborn.view","src/warborn/view/MenuView.java","3","22","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"717","warborn.view","src/warborn/view/MenuView.java","3","22","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"718","warborn.view","src/warborn/view/MoveView.java","3","21","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"719","warborn.view","src/warborn/view/MoveView.java","3","21","Private field 'buttons' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"720","warborn.view","src/warborn/view/MoveView.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"721","warborn.view","src/warborn/view/MoveView.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"722","warborn.view","src/warborn/view/MoveView.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"723","warborn.view","src/warborn/view/MoveView.java","3","22","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"724","warborn.view","src/warborn/view/MoveView.java","3","22","Private field 'btCancel' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"725","warborn.view","src/warborn/view/MoveView.java","3","22","Private field 'btDecrease' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"726","warborn.view","src/warborn/view/MoveView.java","3","22","Private field 'btIncrease' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"727","warborn.view","src/warborn/view/MoveView.java","3","22","Private field 'btMove' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"728","warborn.view","src/warborn/view/MoveView.java","3","23","Perhaps 'viewPanel' could be replaced by a local variable.","Design Rules","SingularField"
"729","warborn.view","src/warborn/view/MoveView.java","3","25","Avoid variables with short names like t1","Naming Rules","ShortVariable"
"730","warborn.view","src/warborn/view/MoveView.java","3","25","Avoid variables with short names like t2","Naming Rules","ShortVariable"
"731","warborn.view","src/warborn/view/MoveView.java","3","69","Local variable 'lbTop' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"732","warborn.view","src/warborn/view/MoveView.java","3","103","Returning 'buttons' may expose an internal array.","Security Code Guidelines","MethodReturnsInternalArray"
"733","warborn.view","src/warborn/view/MoveView.java","3","115","Avoid variables with short names like ml","Naming Rules","ShortVariable"
"734","warborn.view","src/warborn/view/MoveView.java","3","115","Parameter 'arg1' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"735","warborn.view","src/warborn/view/MoveView.java","3","115","Parameter 'ml' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"736","warborn.view","src/warborn/view/MoveView.java","3","116","Local variable 'model' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"737","warborn.view","src/warborn/view/MoveView.java","2","117","System.out.print is used","Java Logging Rules","SystemPrintln"
"738","warborn.view","src/warborn/view/MoveView.java","3","129","Avoid variables with short names like ti","Naming Rules","ShortVariable"
"739","warborn.view","src/warborn/view/MoveView.java","3","129","Parameter 'model' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"740","warborn.view","src/warborn/view/MoveView.java","3","129","Parameter 'ti' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"741","warborn.view","src/warborn/view/MoveView.java","3","135","Do not add empty strings","Optimization Rules","AddEmptyString"
"742","warborn.view","src/warborn/view/MoveView.java","3","136","Do not add empty strings","Optimization Rules","AddEmptyString"
"743","warborn.view","src/warborn/view/OptionsMenuView.java","4","9","Avoid unused imports such as 'warborn.model.LabelFactory'","Type Resolution Rules","UnusedImports"
"744","warborn.view","src/warborn/view/OptionsMenuView.java","4","9","Avoid unused imports such as 'warborn.model.LabelFactory'","Type Resolution Rules","UnusedImports"
"745","warborn.view","src/warborn/view/OptionsMenuView.java","4","13","Avoid unused imports such as 'java.awt.FlowLayout'","Type Resolution Rules","UnusedImports"
"746","warborn.view","src/warborn/view/OptionsMenuView.java","4","13","Avoid unused imports such as 'java.awt.FlowLayout'","Type Resolution Rules","UnusedImports"
"747","warborn.view","src/warborn/view/OptionsMenuView.java","4","14","Avoid unused imports such as 'java.awt.event.ActionListener'","Type Resolution Rules","UnusedImports"
"748","warborn.view","src/warborn/view/OptionsMenuView.java","4","14","Avoid unused imports such as 'java.awt.event.ActionListener'","Type Resolution Rules","UnusedImports"
"749","warborn.view","src/warborn/view/OptionsMenuView.java","4","15","Avoid unused imports such as 'java.awt.event.ActionEvent'","Type Resolution Rules","UnusedImports"
"750","warborn.view","src/warborn/view/OptionsMenuView.java","4","15","Avoid unused imports such as 'java.awt.event.ActionEvent'","Type Resolution Rules","UnusedImports"
"751","warborn.view","src/warborn/view/OptionsMenuView.java","4","16","Avoid unused imports such as 'java.util.Observable'","Type Resolution Rules","UnusedImports"
"752","warborn.view","src/warborn/view/OptionsMenuView.java","4","16","Avoid unused imports such as 'java.util.Observable'","Type Resolution Rules","UnusedImports"
"753","warborn.view","src/warborn/view/OptionsMenuView.java","3","21","Avoid unused private fields such as 'model'.","Unused Code Rules","UnusedPrivateField"
